STATION;Annee;EAQI_GLOBAL;POLLUANT;SIGLE POLLUANT;Mean-HourCalculation;Unit;EAQI_Index
ES0892A;2012;;Nitrogen monoxide (air);NO;2,736;µg/m3;
FR06016;2002;;Carbon monoxide (air);CO;0,6;mg/m3;
FR18028;2004;;Nitrogen oxides (air);NOX;98,486;µg NO2/m3;
ES0012R;2007;;Nitrogen monoxide (air);NO;0,178;µg/m3;
PT05006;2006;;Nitrogen monoxide (air);NO;5,757;µg/m3;
ES1748A;2005;;Nitrogen monoxide (air);NO;14,208;µg/m3;
FR03087;2012;;Nitrogen monoxide (air);NO;17,709;µg/m3;
ES0110A;2004;;Carbon monoxide (air);CO;0,457;mg/m3;
ES1297A;2004;;Nitrogen monoxide (air);NO;15,701;µg/m3;
ES1525A;2009;;Ethyl benzene (air);C6H5-C2H5;2,236;µg/m3;
ES1441A;2003;;Nitrogen oxides (air);NOX;9,224;µg NO2/m3;
ES1192A;1999;;Methane (air);CH4;236,14;µg/m3;
ES1351A;2005;;Nitrogen monoxide (air);NO;18,235;µg/m3;
ES0296A;2012;;Nitrogen monoxide (air);NO;0,893;µg/m3;
FR40004;2012;;Nitrogen oxides (air);NOX;22,071;µg NO2/m3;
ES1231A;2008;;Nitrogen oxides (air);NOX;61,402;µg NO2/m3;
ES0893A;2010;;Benzene (air);C6H6;1,653;µg/m3;
FR34024;2012;;Nitrogen monoxide (air);NO;5,663;µg/m3;
FR07008;2011;;Nitrogen oxides (air);NOX;41,18;µg NO2/m3;
FR09004;2010;;Carbon monoxide (air);CO;0,367;mg/m3;
ES1604A;2005;;Benzene (air);C6H6;0,944;µg/m3;
ES1034A;2001;;Nitrogen monoxide (air);NO;7,351;µg/m3;
ES1351A;2012;;Nitrogen monoxide (air);NO;10,224;µg/m3;
FR04150;2011;;Nitrogen monoxide (air);NO;17,628;µg/m3;
ES0824A;2000;;Nitrogen oxides (air);NOX;50,515;µg NO2/m3;
ES1182A;2002;;Nitrogen oxides (air);NOX;46,222;µg NO2/m3;
FR27003;2012;;Nitrogen monoxide (air);NO;6,074;µg/m3;
ES1805A;2008;;Nitrogen monoxide (air);NO;7,843;µg/m3;
ES1815A;2011;;Nitrogen monoxide (air);NO;4,941;µg/m3;
ES1501A;2002;;Nitrogen monoxide (air);NO;17,798;µg/m3;
ES0126A;2007;;Nitrogen monoxide (air);NO;20,057;µg/m3;
PT03093;2004;;Carbon monoxide (air);CO;0,253;mg/m3;
ES1286A;2002;;Carbon monoxide (air);CO;1,091;mg/m3;
FR12045;2011;;Carbon monoxide (air);CO;0,243;mg/m3;
PT01031;2002;;Carbon monoxide (air);CO;0,345;mg/m3;
PT03073;2001;;Carbon monoxide (air);CO;0,816;mg/m3;
ES0628A;2001;;Total suspended particulates (aerosol);SPM;85,032;µg/m3;
ES0331A;2002;;Nitrogen oxides (air);NOX;8,043;µg NO2/m3;
ES0971A;2011;;Nitrogen oxides (air);NOX;90,369;µg NO2/m3;
ES2020A;2011;;Nitrogen oxides (air);NOX;24,953;µg NO2/m3;
ES1609A;2002;;Total suspended particulates (aerosol);SPM;69,043;µg/m3;
ES1278A;1997;;Total suspended particulates (aerosol);SPM;11,617;µg/m3;
ES1124A;2004;;Nitrogen monoxide (air);NO;9,87;µg/m3;
ES1802A;2011;;Methane (air);CH4;1,161;µg/m3;
ES1595A;2005;;Nitrogen oxides (air);NOX;56,519;µg NO2/m3;
ES0118A;2007;;Toluene (air);C6H5-CH3;6,568;µg/m3;
PT03063;2007;;Nitrogen oxides (air);NOX;46,723;µg NO2/m3;
ES1426A;2012;;Carbon monoxide (air);CO;0,344;mg/m3;
ES0201A;2012;;Nitrogen monoxide (air);NO;1,535;µg/m3;
FR09003;2011;;Nitrogen oxides (air);NOX;41,822;µg NO2/m3;
PT03055;2006;;Nitrogen monoxide (air);NO;7,155;µg/m3;
ES1428A;2006;;Carbon monoxide (air);CO;0,256;mg/m3;
ES0691A;2010;;Nitrogen monoxide (air);NO;19,155;µg/m3;
ES0894A;2011;;Nitrogen oxides (air);NOX;21,117;µg NO2/m3;
ES1912A;2011;;Nitrogen monoxide (air);NO;12,988;µg/m3;
ES0120A;2011;;Toluene (air);C6H5-CH3;5,479;µg/m3;
PT01046;2009;;Benzene (air);C6H6;4,256;µg/m3;
FR23094;1999;;Carbon monoxide (air);CO;1,043;mg/m3;
FR11029;2004;;Nitrogen monoxide (air);NO;16,02;µg/m3;
PT01025;2010;;Benzene (air);C6H6;1,863;µg/m3;
ES1501A;2012;;Nitrogen oxides (air);NOX;46,622;µg NO2/m3;
ES1472A;2001;;Nitrogen monoxide (air);NO;12,567;µg/m3;
ES0805A;2009;;Nitrogen monoxide (air);NO;14,825;µg/m3;
ES1595A;2010;;Nitrogen monoxide (air);NO;12,25;µg/m3;
ES0059A;2004;;Nitrogen monoxide (air);NO;0,406;µg/m3;
ES1499A;2000;;Nitrogen oxides (air);NOX;77,253;µg NO2/m3;
ES1019A;2000;;Carbon monoxide (air);CO;0,698;mg/m3;
FR10029;2011;;Nitrogen monoxide (air);NO;3,545;µg/m3;
ES1074A;2007;;Nitrogen oxides (air);NOX;53,74;µg NO2/m3;
ES0117A;2007;;Methane (air);CH4;0,212;µg/m3;
FR13002;2004;;Nitrogen monoxide (air);NO;14,241;µg/m3;
PT02022;2009;;Nitrogen oxides (air);NOX;9,67;µg NO2/m3;
ES1635A;2005;;Carbon monoxide (air);CO;0,451;mg/m3;
ES1418A;2011;;Nitrogen oxides (air);NOX;51,452;µg NO2/m3;
ES1677A;2005;;Nitrogen oxides (air);NOX;15,07;µg NO2/m3;
ES1172A;2006;;Nitrogen monoxide (air);NO;97,675;µg/m3;
FR31006;1999;;Carbon monoxide (air);CO;0,641;mg/m3;
FR23103;2004;;Nitrogen oxides (air);NOX;24,699;µg NO2/m3;
ES1396A;2003;;Nitrogen monoxide (air);NO;19,72;µg/m3;
PT01024;2010;;Nitrogen monoxide (air);NO;11,48;µg/m3;
ES1516A;2010;;Nitrogen monoxide (air);NO;11,19;µg/m3;
ES1178A;2004;;Nitrogen monoxide (air);NO;26,189;µg/m3;
ES1712A;2006;;Nitrogen monoxide (air);NO;21,354;µg/m3;
ES0110A;2000;;Total suspended particulates (aerosol);SPM;67,817;µg/m3;
PT02005;2003;;Nitrogen oxides (air);NOX;153,654;µg NO2/m3;
PT01043;2012;;o-Xylene (air);o-C6H4-(CH3)2;0,332;µg/m3;
ES1193A;2006;;Nitrogen monoxide (air);NO;9,141;µg/m3;
FR19012;2012;;Nitrogen oxides (air);NOX;24,057;µg NO2/m3;
ES0694A;1999;;Total suspended particulates (aerosol);SPM;54,368;µg/m3;
ES1673A;2011;;Carbon monoxide (air);CO;0,209;mg/m3;
FR06010;2004;;Nitrogen monoxide (air);NO;6,532;µg/m3;
ES1924A;2011;;Carbon monoxide (air);CO;0,262;mg/m3;
ES1838A;2009;;Toluene (air);C6H5-CH3;0,789;µg/m3;
ES1636A;2008;;Nitrogen oxides (air);NOX;56,475;µg NO2/m3;
PT06006;2007;;Nitrogen monoxide (air);NO;11,258;µg/m3;
PT05009;2006;;Nitrogen monoxide (air);NO;13,651;µg/m3;
PT03096;2006;;Nitrogen oxides (air);NOX;8,404;µg NO2/m3;
ES1859A;2011;;Nitrogen monoxide (air);NO;8,86;µg/m3;
ES1121A;2001;;Methane (air);CH4;426,669;µg/m3;
ES0890A;2007;;Nitrogen oxides (air);NOX;101,036;µg NO2/m3;
FR20034;2012;;Benzene (air);C6H6;1,044;µg/m3;
ES1516A;2007;;Benzene (air);C6H6;2,596;µg/m3;
ES1566A;2002;;Nitrogen oxides (air);NOX;125,213;µg NO2/m3;
ES1799A;2011;;Carbon monoxide (air);CO;0,478;mg/m3;
ES1638A;2007;;Nitrogen oxides (air);NOX;61,534;µg NO2/m3;
ES1387A;2006;;Nitrogen monoxide (air);NO;3,999;µg/m3;
ES1272A;2010;;Toluene (air);C6H5-CH3;2,737;µg/m3;
ES1501A;2005;;Nitrogen monoxide (air);NO;20,19;µg/m3;
ES1818A;2012;;Nitrogen oxides (air);NOX;34,101;µg NO2/m3;
ES1117A;2003;;Nitrogen oxides (air);NOX;31,391;µg NO2/m3;
ES1492A;2011;;Nitrogen monoxide (air);NO;11,688;µg/m3;
PT02021;2007;;Nitrogen monoxide (air);NO;0,148;µg/m3;
ES1193A;2010;;Total non-methane hydrocarbons (air);THC (NM);0,143;µg C/m3;
ES1760A;2007;;Nitrogen monoxide (air);NO;5,927;µg/m3;
ES0331A;2008;;Nitrogen oxides (air);NOX;5,077;µg NO2/m3;
PT02004;2011;;Nitrogen oxides (air);NOX;34,383;µg NO2/m3;
ES1671A;2005;;Carbon monoxide (air);CO;0,199;mg/m3;
ES0651A;1997;;Total suspended particulates (aerosol);SPM;45,404;µg/m3;
ES1610A;2011;;Nitrogen oxides (air);NOX;73,236;µg NO2/m3;
ES1536A;2012;;Carbon monoxide (air);CO;0,149;mg/m3;
ES1480A;1997;;Carbon monoxide (air);CO;1,946;mg/m3;
ES1611A;2002;;Nitrogen oxides (air);NOX;30,271;µg NO2/m3;
FR06003;2012;;Nitrogen oxides (air);NOX;35,264;µg NO2/m3;
ES1499A;2012;;Carbon monoxide (air);CO;0,311;mg/m3;
ES0110A;2008;;Nitrogen oxides (air);NOX;63,739;µg NO2/m3;
ES1577A;2004;;Carbon monoxide (air);CO;0,857;mg/m3;
ES1802A;2010;;Total non-methane hydrocarbons (air);THC (NM);0,422;µg C/m3;
ES1489A;2005;;Nitrogen monoxide (air);NO;2,336;µg/m3;
ES1363A;2012;;Nitrogen oxides (air);NOX;56,16;µg NO2/m3;
ES1859A;2010;;Nitrogen oxides (air);NOX;37,161;µg NO2/m3;
ES0584A;1998;GOOD;Sulphur dioxide (air);SO2;32,021;µg/m3;GOOD
ES0584A;1998;GOOD;Ozone (air);O3;30,976;µg/m3;GOOD
FR33103;2005;GOOD;Ozone (air);O3;48,127;µg/m3;GOOD
ES1857A;2012;FAIR;Nitrogen dioxide (air);NO2;11,1;µg/m3;GOOD
ES1857A;2012;FAIR;Sulphur dioxide (air);SO2;2,888;µg/m3;GOOD
ES1857A;2012;FAIR;Particulate matter < 10 µm (aerosol);PM10;20,539;µg/m3;FAIR
ES1857A;2012;FAIR;Ozone (air);O3;57,589;µg/m3;FAIR
FR26017;2008;GOOD;Nitrogen dioxide (air);NO2;14,75;µg/m3;GOOD
FR26017;2008;GOOD;Ozone (air);O3;45,973;µg/m3;GOOD
PT03074;2007;FAIR;Nitrogen dioxide (air);NO2;46,218;µg/m3;FAIR
PT03074;2007;FAIR;Sulphur dioxide (air);SO2;2,617;µg/m3;GOOD
FR23153;2012;GOOD;Nitrogen dioxide (air);NO2;10,181;µg/m3;GOOD
FR23153;2012;GOOD;Sulphur dioxide (air);SO2;0,498;µg/m3;GOOD
FR16038;2003;GOOD;Nitrogen dioxide (air);NO2;39,909;µg/m3;GOOD
FR16038;2003;GOOD;Sulphur dioxide (air);SO2;8,242;µg/m3;GOOD
FR16038;2003;GOOD;Ozone (air);O3;44,077;µg/m3;GOOD
FR16038;2009;GOOD;Nitrogen dioxide (air);NO2;33,493;µg/m3;GOOD
FR16038;2009;GOOD;Sulphur dioxide (air);SO2;3,295;µg/m3;GOOD
FR16038;2009;GOOD;Ozone (air);O3;38,876;µg/m3;GOOD
FR41020;2009;GOOD;Nitrogen dioxide (air);NO2;39,33;µg/m3;GOOD
ES1612A;2005;FAIR;Nitrogen dioxide (air);NO2;25,914;µg/m3;GOOD
ES1612A;2005;FAIR;Sulphur dioxide (air);SO2;5,782;µg/m3;GOOD
ES1612A;2005;FAIR;Particulate matter < 10 µm (aerosol);PM10;24,483;µg/m3;FAIR
ES1612A;2005;FAIR;Ozone (air);O3;56,501;µg/m3;FAIR
FR18035;2007;GOOD;Nitrogen dioxide (air);NO2;17,296;µg/m3;GOOD
FR18035;2007;GOOD;Ozone (air);O3;40,243;µg/m3;GOOD
PT03010;2001;GOOD;Nitrogen dioxide (air);NO2;25,712;µg/m3;GOOD
PT03010;2001;GOOD;Sulphur dioxide (air);SO2;5,887;µg/m3;GOOD
PT01028;2004;MODERATE;Nitrogen dioxide (air);NO2;45,444;µg/m3;FAIR
PT01028;2004;MODERATE;Particulate matter < 10 µm (aerosol);PM10;40,854;µg/m3;MODERATE
PT01028;2004;MODERATE;Ozone (air);O3;30,533;µg/m3;GOOD
ES1450A;2006;MODERATE;Nitrogen dioxide (air);NO2;28,171;µg/m3;GOOD
ES1450A;2006;MODERATE;Particulate matter < 10 µm (aerosol);PM10;48,477;µg/m3;MODERATE
ES1450A;2006;MODERATE;Ozone (air);O3;58,543;µg/m3;FAIR
ES1588A;2006;FAIR;Ozone (air);O3;52,933;µg/m3;FAIR
FR20029;2012;FAIR;Nitrogen dioxide (air);NO2;28,822;µg/m3;GOOD
FR20029;2012;FAIR;Sulphur dioxide (air);SO2;4,06;µg/m3;GOOD
FR20029;2012;FAIR;Particulate matter < 10 µm (aerosol);PM10;25,437;µg/m3;FAIR
FR34011;2011;FAIR;Nitrogen dioxide (air);NO2;19,768;µg/m3;GOOD
FR34011;2011;FAIR;Ozone (air);O3;50,699;µg/m3;FAIR
FR19006;2007;GOOD;Nitrogen dioxide (air);NO2;19,991;µg/m3;GOOD
FR19006;2007;GOOD;Ozone (air);O3;43,811;µg/m3;GOOD
PT02021;2010;FAIR;Nitrogen dioxide (air);NO2;5,927;µg/m3;GOOD
PT02021;2010;FAIR;Sulphur dioxide (air);SO2;2,14;µg/m3;GOOD
PT02021;2010;FAIR;Particulate matter < 10 µm (aerosol);PM10;14,966;µg/m3;GOOD
PT02021;2010;FAIR;Ozone (air);O3;80,852;µg/m3;FAIR
FR12021;2012;FAIR;Nitrogen dioxide (air);NO2;21,712;µg/m3;GOOD
FR12021;2012;FAIR;Particulate matter < 2.5 µm (aerosol);PM2.5;15,297;µg/m3;FAIR
FR12021;2012;FAIR;Particulate matter < 10 µm (aerosol);PM10;20,622;µg/m3;FAIR
FR12021;2012;FAIR;Ozone (air);O3;54,996;µg/m3;FAIR
FR22004;2008;GOOD;Nitrogen dioxide (air);NO2;23,109;µg/m3;GOOD
FR22004;2008;GOOD;Sulphur dioxide (air);SO2;3,914;µg/m3;GOOD
FR31022;2011;GOOD;Sulphur dioxide (air);SO2;7,551;µg/m3;GOOD
ES0556A;2003;GOOD;Nitrogen dioxide (air);NO2;26,739;µg/m3;GOOD
ES0556A;2003;GOOD;Sulphur dioxide (air);SO2;15,821;µg/m3;GOOD
ES0556A;2003;GOOD;Ozone (air);O3;41,443;µg/m3;GOOD
FR31027;2001;FAIR;Ozone (air);O3;86,454;µg/m3;FAIR
ES1269A;2004;GOOD;Ozone (air);O3;35,126;µg/m3;GOOD
FR23110;2000;FAIR;Nitrogen dioxide (air);NO2;15,116;µg/m3;GOOD
FR23110;2000;FAIR;Ozone (air);O3;57,734;µg/m3;FAIR
ES1496A;2003;FAIR;Nitrogen dioxide (air);NO2;34,464;µg/m3;GOOD
ES1496A;2003;FAIR;Sulphur dioxide (air);SO2;8,072;µg/m3;GOOD
ES1496A;2003;FAIR;Particulate matter < 10 µm (aerosol);PM10;32,43;µg/m3;FAIR
ES1496A;2003;FAIR;Ozone (air);O3;40,351;µg/m3;GOOD
ES1201A;2008;FAIR;Ozone (air);O3;72,352;µg/m3;FAIR
FR12026;2006;FAIR;Nitrogen dioxide (air);NO2;19,044;µg/m3;GOOD
FR12026;2006;FAIR;Sulphur dioxide (air);SO2;1,422;µg/m3;GOOD
FR12026;2006;FAIR;Ozone (air);O3;50,934;µg/m3;FAIR
PT03099;2008;FAIR;Nitrogen dioxide (air);NO2;10;µg/m3;GOOD
PT03099;2008;FAIR;Sulphur dioxide (air);SO2;0,42;µg/m3;GOOD
PT03099;2008;FAIR;Particulate matter < 2.5 µm (aerosol);PM2.5;9,217;µg/m3;GOOD
PT03099;2008;FAIR;Particulate matter < 10 µm (aerosol);PM10;20,881;µg/m3;FAIR
PT03099;2008;FAIR;Ozone (air);O3;55,76;µg/m3;FAIR
ES1807A;2006;GOOD;Ozone (air);O3;40,552;µg/m3;GOOD
FR04071;2010;FAIR;Nitrogen dioxide (air);NO2;63,762;µg/m3;FAIR
ES1351A;2012;GOOD;Nitrogen dioxide (air);NO2;18,876;µg/m3;GOOD
ES1351A;2012;GOOD;Sulphur dioxide (air);SO2;5,478;µg/m3;GOOD
ES1351A;2012;GOOD;Particulate matter < 10 µm (aerosol);PM10;17,006;µg/m3;GOOD
FR01009;2005;GOOD;Sulphur dioxide (air);SO2;7,131;µg/m3;GOOD
FR11022;2000;GOOD;Nitrogen dioxide (air);NO2;29,044;µg/m3;GOOD
FR11022;2000;GOOD;Ozone (air);O3;40,382;µg/m3;GOOD
ES1882A;2009;FAIR;Nitrogen dioxide (air);NO2;7,037;µg/m3;GOOD
ES1882A;2009;FAIR;Ozone (air);O3;76,636;µg/m3;FAIR
FR04158;1999;FAIR;Ozone (air);O3;50,324;µg/m3;FAIR
FR02036;2007;GOOD;Sulphur dioxide (air);SO2;5,788;µg/m3;GOOD
ES1589A;2010;FAIR;Nitrogen dioxide (air);NO2;19,861;µg/m3;GOOD
ES1589A;2010;FAIR;Sulphur dioxide (air);SO2;4,375;µg/m3;GOOD
ES1589A;2010;FAIR;Particulate matter < 10 µm (aerosol);PM10;17,67;µg/m3;GOOD
ES1589A;2010;FAIR;Ozone (air);O3;56,519;µg/m3;FAIR
FR15039;2003;FAIR;Nitrogen dioxide (air);NO2;56,882;µg/m3;FAIR
FR15039;2003;FAIR;Sulphur dioxide (air);SO2;5,203;µg/m3;GOOD
ES0805A;2012;FAIR;Nitrogen dioxide (air);NO2;30,215;µg/m3;GOOD
ES0805A;2012;FAIR;Sulphur dioxide (air);SO2;4,432;µg/m3;GOOD
ES0805A;2012;FAIR;Particulate matter < 10 µm (aerosol);PM10;25,913;µg/m3;FAIR
ES0789A;2001;FAIR;Nitrogen dioxide (air);NO2;3,924;µg/m3;GOOD
ES0789A;2001;FAIR;Sulphur dioxide (air);SO2;20,974;µg/m3;GOOD
ES0789A;2001;FAIR;Particulate matter < 10 µm (aerosol);PM10;13,411;µg/m3;GOOD
ES0789A;2001;FAIR;Ozone (air);O3;50,779;µg/m3;FAIR
FR15013;2001;GOOD;Nitrogen dioxide (air);NO2;25,358;µg/m3;GOOD
FR15013;2001;GOOD;Sulphur dioxide (air);SO2;5,34;µg/m3;GOOD
FR15013;2001;GOOD;Ozone (air);O3;43,546;µg/m3;GOOD
FR08615;2008;FAIR;Nitrogen dioxide (air);NO2;17,404;µg/m3;GOOD
FR08615;2008;FAIR;Ozone (air);O3;62,596;µg/m3;FAIR
ES1767A;2007;FAIR;Nitrogen dioxide (air);NO2;15,958;µg/m3;GOOD
ES1767A;2007;FAIR;Sulphur dioxide (air);SO2;7,158;µg/m3;GOOD
ES1767A;2007;FAIR;Particulate matter < 10 µm (aerosol);PM10;35,389;µg/m3;FAIR
ES1538A;2003;MODERATE;Nitrogen dioxide (air);NO2;28,292;µg/m3;GOOD
ES1538A;2003;MODERATE;Sulphur dioxide (air);SO2;5,644;µg/m3;GOOD
ES1538A;2003;MODERATE;Particulate matter < 10 µm (aerosol);PM10;41,578;µg/m3;MODERATE
ES1538A;2003;MODERATE;Ozone (air);O3;56,136;µg/m3;FAIR
FR02023;2006;FAIR;Ozone (air);O3;59,327;µg/m3;FAIR
FR33121;2002;GOOD;Nitrogen dioxide (air);NO2;27,699;µg/m3;GOOD
FR33121;2002;GOOD;Ozone (air);O3;38,639;µg/m3;GOOD
ES1802A;2010;FAIR;Nitrogen dioxide (air);NO2;4,238;µg/m3;GOOD
ES1802A;2010;FAIR;Sulphur dioxide (air);SO2;2,757;µg/m3;GOOD
ES1802A;2010;FAIR;Particulate matter < 2.5 µm (aerosol);PM2.5;8,909;µg/m3;GOOD
ES1802A;2010;FAIR;Particulate matter < 10 µm (aerosol);PM10;23,861;µg/m3;FAIR
ES1802A;2010;FAIR;Ozone (air);O3;84,278;µg/m3;FAIR
FR20038;1999;GOOD;Nitrogen dioxide (air);NO2;36,426;µg/m3;GOOD
FR30028;2002;FAIR;Nitrogen dioxide (air);NO2;2,182;µg/m3;GOOD
FR30028;2002;FAIR;Sulphur dioxide (air);SO2;0,655;µg/m3;GOOD
FR30028;2002;FAIR;Ozone (air);O3;81,213;µg/m3;FAIR
FR17009;2009;GOOD;Nitrogen dioxide (air);NO2;18,63;µg/m3;GOOD
FR17009;2009;GOOD;Ozone (air);O3;48,039;µg/m3;GOOD
FR23046;2006;GOOD;Nitrogen dioxide (air);NO2;13,167;µg/m3;GOOD
FR20045;2004;GOOD;Nitrogen dioxide (air);NO2;36,21;µg/m3;GOOD
FR20045;2004;GOOD;Ozone (air);O3;38,053;µg/m3;GOOD
FR20049;2004;FAIR;Nitrogen dioxide (air);NO2;5,542;µg/m3;GOOD
FR20049;2004;FAIR;Ozone (air);O3;71,283;µg/m3;FAIR
ES1358A;2003;MODERATE;Nitrogen dioxide (air);NO2;44,504;µg/m3;FAIR
ES1358A;2003;MODERATE;Sulphur dioxide (air);SO2;15,564;µg/m3;GOOD
ES1358A;2003;MODERATE;Particulate matter < 10 µm (aerosol);PM10;48,432;µg/m3;MODERATE
ES1358A;2003;MODERATE;Ozone (air);O3;41,703;µg/m3;GOOD
FR15039;2010;FAIR;Nitrogen dioxide (air);NO2;49,087;µg/m3;FAIR
FR16055;2001;GOOD;Nitrogen dioxide (air);NO2;27,203;µg/m3;GOOD
FR16055;2001;GOOD;Sulphur dioxide (air);SO2;2,724;µg/m3;GOOD
FR04063;2007;GOOD;Nitrogen dioxide (air);NO2;23,09;µg/m3;GOOD
FR04063;2007;GOOD;Ozone (air);O3;42,648;µg/m3;GOOD
ES1838A;2012;FAIR;Nitrogen dioxide (air);NO2;16,934;µg/m3;GOOD
ES1838A;2012;FAIR;Particulate matter < 2.5 µm (aerosol);PM2.5;9,312;µg/m3;GOOD
ES1838A;2012;FAIR;Particulate matter < 10 µm (aerosol);PM10;22,988;µg/m3;FAIR
ES1838A;2012;FAIR;Ozone (air);O3;69,003;µg/m3;FAIR
FR19007;2004;GOOD;Nitrogen dioxide (air);NO2;31,995;µg/m3;GOOD
FR16037;2007;FAIR;Nitrogen dioxide (air);NO2;41,582;µg/m3;FAIR
FR16037;2007;FAIR;Sulphur dioxide (air);SO2;5,005;µg/m3;GOOD
FR16037;2007;FAIR;Ozone (air);O3;39,47;µg/m3;GOOD
FR07021;2006;FAIR;Nitrogen dioxide (air);NO2;41,893;µg/m3;FAIR
FR07021;2006;FAIR;Sulphur dioxide (air);SO2;2,265;µg/m3;GOOD
ES1844A;2011;GOOD;Nitrogen dioxide (air);NO2;3,682;µg/m3;GOOD
ES1844A;2011;GOOD;Sulphur dioxide (air);SO2;2,005;µg/m3;GOOD
ES1240A;2005;FAIR;Nitrogen dioxide (air);NO2;56,684;µg/m3;FAIR
ES1240A;2005;FAIR;Sulphur dioxide (air);SO2;4,792;µg/m3;GOOD
ES1240A;2005;FAIR;Ozone (air);O3;29,027;µg/m3;GOOD
ES1126A;2004;GOOD;Nitrogen dioxide (air);NO2;35,933;µg/m3;GOOD
ES1126A;2004;GOOD;Sulphur dioxide (air);SO2;4,252;µg/m3;GOOD
ES1126A;2004;GOOD;Ozone (air);O3;26,759;µg/m3;GOOD
FR12029;2010;FAIR;Ozone (air);O3;64,401;µg/m3;FAIR
FR03036;2004;GOOD;Nitrogen dioxide (air);NO2;31,15;µg/m3;GOOD
FR03036;2004;GOOD;Sulphur dioxide (air);SO2;2,664;µg/m3;GOOD
FR03036;2004;GOOD;Ozone (air);O3;48,993;µg/m3;GOOD
FR03019;2005;GOOD;Sulphur dioxide (air);SO2;4,198;µg/m3;GOOD
FR03019;2005;GOOD;Ozone (air);O3;47,757;µg/m3;GOOD
FR10013;2010;GOOD;Sulphur dioxide (air);SO2;3,577;µg/m3;GOOD
ES1781A;2009;FAIR;Nitrogen dioxide (air);NO2;19,52;µg/m3;GOOD
ES1781A;2009;FAIR;Sulphur dioxide (air);SO2;10,025;µg/m3;GOOD
ES1781A;2009;FAIR;Ozone (air);O3;61,678;µg/m3;FAIR
PT01023;2001;MODERATE;Nitrogen dioxide (air);NO2;32,183;µg/m3;GOOD
PT01023;2001;MODERATE;Sulphur dioxide (air);SO2;5,263;µg/m3;GOOD
PT01023;2001;MODERATE;Particulate matter < 10 µm (aerosol);PM10;42,415;µg/m3;MODERATE
PT01023;2001;MODERATE;Ozone (air);O3;41,162;µg/m3;GOOD
FR12025;2002;GOOD;Nitrogen dioxide (air);NO2;21,269;µg/m3;GOOD
FR12025;2002;GOOD;Sulphur dioxide (air);SO2;0,981;µg/m3;GOOD
FR12025;2002;GOOD;Ozone (air);O3;46,212;µg/m3;GOOD
FR22018;2006;GOOD;Nitrogen dioxide (air);NO2;14,273;µg/m3;GOOD
FR22018;2006;GOOD;Ozone (air);O3;47,148;µg/m3;GOOD
FR19021;2007;FAIR;Nitrogen dioxide (air);NO2;13,062;µg/m3;GOOD
FR19021;2007;FAIR;Sulphur dioxide (air);SO2;1,754;µg/m3;GOOD
FR19021;2007;FAIR;Ozone (air);O3;53,733;µg/m3;FAIR
FR23181;2007;GOOD;Nitrogen dioxide (air);NO2;15,264;µg/m3;GOOD
FR23181;2007;GOOD;Sulphur dioxide (air);SO2;1,458;µg/m3;GOOD
FR28020;2002;GOOD;Nitrogen dioxide (air);NO2;20,553;µg/m3;GOOD
FR28020;2002;GOOD;Sulphur dioxide (air);SO2;2,208;µg/m3;GOOD
FR28020;2002;GOOD;Ozone (air);O3;45,709;µg/m3;GOOD
FR18019;2002;GOOD;Nitrogen dioxide (air);NO2;27,043;µg/m3;GOOD
FR18019;2002;GOOD;Sulphur dioxide (air);SO2;2,395;µg/m3;GOOD
FR18019;2002;GOOD;Ozone (air);O3;40,139;µg/m3;GOOD
ES1365A;2000;FAIR;Nitrogen dioxide (air);NO2;21,668;µg/m3;GOOD
ES1365A;2000;FAIR;Sulphur dioxide (air);SO2;17,957;µg/m3;GOOD
ES1365A;2000;FAIR;Particulate matter < 10 µm (aerosol);PM10;33,473;µg/m3;FAIR
ES1365A;2000;FAIR;Ozone (air);O3;56,781;µg/m3;FAIR
FR16037;2008;GOOD;Nitrogen dioxide (air);NO2;38,259;µg/m3;GOOD
FR16037;2008;GOOD;Sulphur dioxide (air);SO2;2,517;µg/m3;GOOD
FR16037;2008;GOOD;Ozone (air);O3;36,642;µg/m3;GOOD
FR19006;2002;GOOD;Nitrogen dioxide (air);NO2;20,232;µg/m3;GOOD
FR19006;2002;GOOD;Sulphur dioxide (air);SO2;1,254;µg/m3;GOOD
FR19006;2002;GOOD;Ozone (air);O3;47,475;µg/m3;GOOD
FR15111;2006;FAIR;Ozone (air);O3;75,584;µg/m3;FAIR
FR28001;2003;GOOD;Nitrogen dioxide (air);NO2;31,133;µg/m3;GOOD
FR28001;2003;GOOD;Sulphur dioxide (air);SO2;2,556;µg/m3;GOOD
FR28001;2003;GOOD;Ozone (air);O3;32,31;µg/m3;GOOD
ES1160A;2007;FAIR;Nitrogen dioxide (air);NO2;30,174;µg/m3;GOOD
ES1160A;2007;FAIR;Particulate matter < 10 µm (aerosol);PM10;21,595;µg/m3;FAIR
PT01049;2011;GOOD;Sulphur dioxide (air);SO2;2,664;µg/m3;GOOD
FR34011;2006;FAIR;Nitrogen dioxide (air);NO2;21,711;µg/m3;GOOD
FR34011;2006;FAIR;Sulphur dioxide (air);SO2;0,612;µg/m3;GOOD
FR34011;2006;FAIR;Ozone (air);O3;51,105;µg/m3;FAIR
FR15012;2011;GOOD;Nitrogen dioxide (air);NO2;30,659;µg/m3;GOOD
